,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(0.5209771394729614, 0.517260730266571)","(0.5011290311813354, 0.5090996026992798)",0.5209771394729614,0.517260730266571,0.5011290311813354,0.5090996026992798
1,"(0.5207836627960205, 0.5178934335708618)","(0.4982488453388214, 0.5087851285934448)",0.5207836627960205,0.5178934335708618,0.4982488453388214,0.5087851285934448
2,"(0.5209647417068481, 0.5180460214614868)","(0.4980553090572357, 0.5097315311431885)",0.5209647417068481,0.5180460214614868,0.4980553090572357,0.5097315311431885
3,"(0.5175816416740417, 0.5164726972579956)","(0.49630430340766907, 0.5019897222518921)",0.5175816416740417,0.5164726972579956,0.49630430340766907,0.5019897222518921
4,"(0.5180355906486511, 0.5175999402999878)","(0.496141642332077, 0.5017350316047668)",0.5180355906486511,0.5175999402999878,0.496141642332077,0.5017350316047668
5,"(0.518092155456543, 0.521137535572052)","(0.49912118911743164, 0.5029836893081665)",0.518092155456543,0.521137535572052,0.49912118911743164,0.5029836893081665
6,"(0.5192893147468567, 0.5194520354270935)","(0.4964441657066345, 0.5102883577346802)",0.5192893147468567,0.5194520354270935,0.4964441657066345,0.5102883577346802
7,"(0.5173423290252686, 0.5193384885787964)","(0.4975198209285736, 0.5104342103004456)",0.5173423290252686,0.5193384885787964,0.4975198209285736,0.5104342103004456
8,"(0.5186644196510315, 0.5184687376022339)","(0.4953071177005768, 0.5150919556617737)",0.5186644196510315,0.5184687376022339,0.4953071177005768,0.5150919556617737
9,"(0.518536388874054, 0.5202969908714294)","(0.4980688989162445, 0.522972822189331)",0.518536388874054,0.5202969908714294,0.4980688989162445,0.522972822189331
10,"(0.5194302201271057, 0.5185022950172424)","(0.49890610575675964, 0.5246315002441406)",0.5194302201271057,0.5185022950172424,0.49890610575675964,0.5246315002441406
11,"(0.5170081853866577, 0.5181247591972351)","(0.4988580644130707, 0.5244983434677124)",0.5170081853866577,0.5181247591972351,0.4988580644130707,0.5244983434677124
12,"(0.5158741474151611, 0.5163195729255676)","(0.4997367858886719, 0.5196985602378845)",0.5158741474151611,0.5163195729255676,0.4997367858886719,0.5196985602378845
13,"(0.5155447125434875, 0.5181790590286255)","(0.498878538608551, 0.518632709980011)",0.5155447125434875,0.5181790590286255,0.498878538608551,0.518632709980011
14,"(0.514769971370697, 0.5191343426704407)","(0.4983850419521332, 0.5192376971244812)",0.514769971370697,0.5191343426704407,0.4983850419521332,0.5192376971244812
15,"(0.5144391655921936, 0.5185961127281189)","(0.4978998303413391, 0.5199313759803772)",0.5144391655921936,0.5185961127281189,0.4978998303413391,0.5199313759803772
16,"(0.5140127539634705, 0.5268867015838623)","(0.4954488277435303, 0.5229827761650085)",0.5140127539634705,0.5268867015838623,0.4954488277435303,0.5229827761650085
17,"(0.516629695892334, 0.532928466796875)","(0.4969339668750763, 0.5214428901672363)",0.516629695892334,0.532928466796875,0.4969339668750763,0.5214428901672363
18,"(0.5180438160896301, 0.5346109867095947)","(0.495562881231308, 0.5129188299179077)",0.5180438160896301,0.5346109867095947,0.495562881231308,0.5129188299179077
19,"(0.5163010954856873, 0.5317784547805786)","(0.4954114258289337, 0.5102118253707886)",0.5163010954856873,0.5317784547805786,0.4954114258289337,0.5102118253707886
20,"(0.5151047706604004, 0.5264730453491211)","(0.49527618288993835, 0.509355902671814)",0.5151047706604004,0.5264730453491211,0.49527618288993835,0.509355902671814
21,"(0.515864908695221, 0.5293083190917969)","(0.49666303396224976, 0.512336790561676)",0.515864908695221,0.5293083190917969,0.49666303396224976,0.512336790561676
22,"(0.5170271992683411, 0.5343409180641174)","(0.4973561763763428, 0.5153730511665344)",0.5170271992683411,0.5343409180641174,0.4973561763763428,0.5153730511665344
23,"(0.5151538848876953, 0.5341870784759521)","(0.4948166310787201, 0.5152081251144409)",0.5151538848876953,0.5341870784759521,0.4948166310787201,0.5152081251144409
24,"(0.5133432745933533, 0.5362650156021118)","(0.4939202070236206, 0.513960599899292)",0.5133432745933533,0.5362650156021118,0.4939202070236206,0.513960599899292
25,"(0.5133401155471802, 0.5291662812232971)","(0.49649643898010254, 0.5103633403778076)",0.5133401155471802,0.5291662812232971,0.49649643898010254,0.5103633403778076
26,"(0.5116671919822693, 0.5285041928291321)","(0.49727898836135864, 0.5109555721282959)",0.5116671919822693,0.5285041928291321,0.49727898836135864,0.5109555721282959
27,"(0.5111892819404602, 0.5193409323692322)","(0.496271550655365, 0.5070642232894897)",0.5111892819404602,0.5193409323692322,0.496271550655365,0.5070642232894897
28,"(0.47157037258148193, 0.48639652132987976)","(0.4574432671070099, 0.4822870194911957)",0.47157037258148193,0.48639652132987976,0.4574432671070099,0.4822870194911957
29,"(0.37925058603286743, 0.4493802785873413)","(0.3708694875240326, 0.43928223848342896)",0.37925058603286743,0.4493802785873413,0.3708694875240326,0.43928223848342896
30,"(0.37383848428726196, 0.4476860761642456)","(0.3589617609977722, 0.4433099627494812)",0.37383848428726196,0.4476860761642456,0.3589617609977722,0.4433099627494812
31,"(0.34605875611305237, 0.4289492070674896)","(0.3360259234905243, 0.43726783990859985)",0.34605875611305237,0.4289492070674896,0.3360259234905243,0.43726783990859985
32,"(0.3319178819656372, 0.42347201704978943)","(0.3198447525501251, 0.43732142448425293)",0.3319178819656372,0.42347201704978943,0.3198447525501251,0.43732142448425293
33,"(0.3338627219200134, 0.42612266540527344)","(0.3202790915966034, 0.43113401532173157)",0.3338627219200134,0.42612266540527344,0.3202790915966034,0.43113401532173157
34,"(0.33227741718292236, 0.43084874749183655)","(0.3214377760887146, 0.43302038311958313)",0.33227741718292236,0.43084874749183655,0.3214377760887146,0.43302038311958313
35,"(0.3299331068992615, 0.4269060492515564)","(0.3201734125614166, 0.4320544898509979)",0.3299331068992615,0.4269060492515564,0.3201734125614166,0.4320544898509979
36,"(0.32703351974487305, 0.4232522249221802)","(0.31886404752731323, 0.436367005109787)",0.32703351974487305,0.4232522249221802,0.31886404752731323,0.436367005109787
37,"(0.3266568183898926, 0.42302405834198)","(0.31608861684799194, 0.4336525499820709)",0.3266568183898926,0.42302405834198,0.31608861684799194,0.4336525499820709
