,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(0.518461287021637, 0.6204966306686401)","(0.49286317825317383, 0.6083789467811584)",0.518461287021637,0.6204966306686401,0.49286317825317383,0.6083789467811584
1,"(0.5178090929985046, 0.6197274327278137)","(0.4922952353954315, 0.6065900921821594)",0.5178090929985046,0.6197274327278137,0.4922952353954315,0.6065900921821594
2,"(0.517450213432312, 0.616422176361084)","(0.4921867251396179, 0.6059807538986206)",0.517450213432312,0.616422176361084,0.4921867251396179,0.6059807538986206
3,"(0.5175839066505432, 0.6194676160812378)","(0.4918249249458313, 0.6028580069541931)",0.5175839066505432,0.6194676160812378,0.4918249249458313,0.6028580069541931
4,"(0.5174035429954529, 0.6165968179702759)","(0.49219176173210144, 0.6030722856521606)",0.5174035429954529,0.6165968179702759,0.49219176173210144,0.6030722856521606
5,"(0.5174049735069275, 0.6211172938346863)","(0.4945572316646576, 0.6032240986824036)",0.5174049735069275,0.6211172938346863,0.4945572316646576,0.6032240986824036
6,"(0.5175653100013733, 0.6190800666809082)","(0.49488842487335205, 0.6077449321746826)",0.5175653100013733,0.6190800666809082,0.49488842487335205,0.6077449321746826
7,"(0.5179544687271118, 0.6221409440040588)","(0.4951397180557251, 0.6071737408638)",0.5179544687271118,0.6221409440040588,0.4951397180557251,0.6071737408638
8,"(0.5169405341148376, 0.621110200881958)","(0.4933646023273468, 0.607540488243103)",0.5169405341148376,0.621110200881958,0.4933646023273468,0.607540488243103
9,"(0.5180225372314453, 0.6241863965988159)","(0.49354639649391174, 0.6068899035453796)",0.5180225372314453,0.6241863965988159,0.49354639649391174,0.6068899035453796
10,"(0.5187937021255493, 0.6239116787910461)","(0.49473679065704346, 0.6068545579910278)",0.5187937021255493,0.6239116787910461,0.49473679065704346,0.6068545579910278
11,"(0.5208439826965332, 0.6274688839912415)","(0.4955638349056244, 0.6053008437156677)",0.5208439826965332,0.6274688839912415,0.4955638349056244,0.6053008437156677
12,"(0.5199952721595764, 0.6270482540130615)","(0.495750367641449, 0.6021626591682434)",0.5199952721595764,0.6270482540130615,0.495750367641449,0.6021626591682434
13,"(0.5184688568115234, 0.6289036273956299)","(0.4946907162666321, 0.602052628993988)",0.5184688568115234,0.6289036273956299,0.4946907162666321,0.602052628993988
14,"(0.5179041028022766, 0.6301294565200806)","(0.4960584044456482, 0.6023097038269043)",0.5179041028022766,0.6301294565200806,0.4960584044456482,0.6023097038269043
15,"(0.5195451378822327, 0.6327120661735535)","(0.49605074524879456, 0.6060293912887573)",0.5195451378822327,0.6327120661735535,0.49605074524879456,0.6060293912887573
16,"(0.5200724005699158, 0.6319509744644165)","(0.4967639744281769, 0.6067346930503845)",0.5200724005699158,0.6319509744644165,0.4967639744281769,0.6067346930503845
17,"(0.5193188786506653, 0.6295210123062134)","(0.49458029866218567, 0.6061840653419495)",0.5193188786506653,0.6295210123062134,0.49458029866218567,0.6061840653419495
18,"(0.5192632675170898, 0.6271340847015381)","(0.49530676007270813, 0.6039850115776062)",0.5192632675170898,0.6271340847015381,0.49530676007270813,0.6039850115776062
19,"(0.5184319615364075, 0.6267339587211609)","(0.49695634841918945, 0.5987168550491333)",0.5184319615364075,0.6267339587211609,0.49695634841918945,0.5987168550491333
20,"(0.519031286239624, 0.6274631023406982)","(0.49936506152153015, 0.5983679294586182)",0.519031286239624,0.6274631023406982,0.49936506152153015,0.5983679294586182
