,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(0.7462990880012512, 0.5812568664550781)","(0.7190232276916504, 0.5775285959243774)",0.7462990880012512,0.5812568664550781,0.7190232276916504,0.5775285959243774
1,"(0.7466655969619751, 0.5821325182914734)","(0.7186198830604553, 0.5757986307144165)",0.7466655969619751,0.5821325182914734,0.7186198830604553,0.5757986307144165
2,"(0.7444896697998047, 0.5779371857643127)","(0.7177013754844666, 0.5741229057312012)",0.7444896697998047,0.5779371857643127,0.7177013754844666,0.5741229057312012
3,"(0.7437505722045898, 0.5777105689048767)","(0.7163627743721008, 0.571355938911438)",0.7437505722045898,0.5777105689048767,0.7163627743721008,0.571355938911438
4,"(0.7444736361503601, 0.5832758545875549)","(0.7171448469161987, 0.5739423632621765)",0.7444736361503601,0.5832758545875549,0.7171448469161987,0.5739423632621765
5,"(0.7447002530097961, 0.582240104675293)","(0.7174962162971497, 0.5767961144447327)",0.7447002530097961,0.582240104675293,0.7174962162971497,0.5767961144447327
6,"(0.7435811758041382, 0.578237771987915)","(0.7195855975151062, 0.5769492387771606)",0.7435811758041382,0.578237771987915,0.7195855975151062,0.5769492387771606
7,"(0.7435112595558167, 0.5760881900787354)","(0.7183026075363159, 0.5728146433830261)",0.7435112595558167,0.5760881900787354,0.7183026075363159,0.5728146433830261
8,"(0.7431124448776245, 0.5799582004547119)","(0.718971312046051, 0.5720182657241821)",0.7431124448776245,0.5799582004547119,0.718971312046051,0.5720182657241821
9,"(0.7431730628013611, 0.5836206078529358)","(0.7188091278076172, 0.572776198387146)",0.7431730628013611,0.5836206078529358,0.7188091278076172,0.572776198387146
10,"(0.7417408227920532, 0.579115092754364)","(0.7197742462158203, 0.5781975388526917)",0.7417408227920532,0.579115092754364,0.7197742462158203,0.5781975388526917
11,"(0.7419397830963135, 0.5799247622489929)","(0.7205449342727661, 0.5788166522979736)",0.7419397830963135,0.5799247622489929,0.7205449342727661,0.5788166522979736
12,"(0.7427907586097717, 0.583169162273407)","(0.7204673886299133, 0.5831977128982544)",0.7427907586097717,0.583169162273407,0.7204673886299133,0.5831977128982544
13,"(0.7435489296913147, 0.5884107947349548)","(0.7191619873046875, 0.5794244408607483)",0.7435489296913147,0.5884107947349548,0.7191619873046875,0.5794244408607483
14,"(0.7432414293289185, 0.588754415512085)","(0.7165565490722656, 0.5777336359024048)",0.7432414293289185,0.588754415512085,0.7165565490722656,0.5777336359024048
15,"(0.7422727942466736, 0.5865792036056519)","(0.7141038179397583, 0.5776326656341553)",0.7422727942466736,0.5865792036056519,0.7141038179397583,0.5776326656341553
16,"(0.7395681142807007, 0.5821908712387085)","(0.7151053547859192, 0.5791420936584473)",0.7395681142807007,0.5821908712387085,0.7151053547859192,0.5791420936584473
17,"(0.7384837865829468, 0.5817692875862122)","(0.717397153377533, 0.5786554217338562)",0.7384837865829468,0.5817692875862122,0.717397153377533,0.5786554217338562
18,"(0.7381465435028076, 0.5816468000411987)","(0.7195755839347839, 0.5718345642089844)",0.7381465435028076,0.5816468000411987,0.7195755839347839,0.5718345642089844
19,"(0.7417330741882324, 0.5840641856193542)","(0.7200700044631958, 0.569203794002533)",0.7417330741882324,0.5840641856193542,0.7200700044631958,0.569203794002533
20,"(0.7419160604476929, 0.5813441276550293)","(0.719700276851654, 0.5723698139190674)",0.7419160604476929,0.5813441276550293,0.719700276851654,0.5723698139190674
21,"(0.741254985332489, 0.5794528722763062)","(0.717186450958252, 0.5781517028808594)",0.741254985332489,0.5794528722763062,0.717186450958252,0.5781517028808594
22,"(0.7387216687202454, 0.5764392018318176)","(0.7176204323768616, 0.5795896053314209)",0.7387216687202454,0.5764392018318176,0.7176204323768616,0.5795896053314209
23,"(0.7379264235496521, 0.5751519799232483)","(0.7170724272727966, 0.5757657885551453)",0.7379264235496521,0.5751519799232483,0.7170724272727966,0.5757657885551453
24,"(0.737821638584137, 0.5764204263687134)","(0.7182022333145142, 0.580305814743042)",0.737821638584137,0.5764204263687134,0.7182022333145142,0.580305814743042
25,"(0.7387545108795166, 0.5785067081451416)","(0.7178730964660645, 0.5823584198951721)",0.7387545108795166,0.5785067081451416,0.7178730964660645,0.5823584198951721
26,"(0.7391365170478821, 0.5801931023597717)","(0.718329668045044, 0.5874295234680176)",0.7391365170478821,0.5801931023597717,0.718329668045044,0.5874295234680176
27,"(0.7376216053962708, 0.580632209777832)","(0.7207314968109131, 0.5798332095146179)",0.7376216053962708,0.580632209777832,0.7207314968109131,0.5798332095146179
28,"(0.7391083836555481, 0.5771165490150452)","(0.7180925011634827, 0.5798594951629639)",0.7391083836555481,0.5771165490150452,0.7180925011634827,0.5798594951629639
29,"(0.7389011383056641, 0.576840877532959)","(0.7163599729537964, 0.5782219767570496)",0.7389011383056641,0.576840877532959,0.7163599729537964,0.5782219767570496
30,"(0.7389706373214722, 0.5766907334327698)","(0.714111328125, 0.5813676714897156)",0.7389706373214722,0.5766907334327698,0.714111328125,0.5813676714897156
31,"(0.7355049252510071, 0.5797461271286011)","(0.7158923149108887, 0.5788560509681702)",0.7355049252510071,0.5797461271286011,0.7158923149108887,0.5788560509681702
32,"(0.7391438484191895, 0.5799131393432617)","(0.7172605991363525, 0.5793668627738953)",0.7391438484191895,0.5799131393432617,0.7172605991363525,0.5793668627738953
33,"(0.7390964031219482, 0.5811893939971924)","(0.7178682088851929, 0.5808717608451843)",0.7390964031219482,0.5811893939971924,0.7178682088851929,0.5808717608451843
