,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(0.39533063769340515, 0.49515676498413086)","(0.37394559383392334, 0.4609079957008362)",0.39533063769340515,0.49515676498413086,0.37394559383392334,0.4609079957008362
1,"(0.39451831579208374, 0.49078184366226196)","(0.3723126947879791, 0.44917771220207214)",0.39451831579208374,0.49078184366226196,0.3723126947879791,0.44917771220207214
2,"(0.3919864594936371, 0.492552787065506)","(0.37394651770591736, 0.44477030634880066)",0.3919864594936371,0.492552787065506,0.37394651770591736,0.44477030634880066
3,"(0.3954051434993744, 0.4842885136604309)","(0.37247785925865173, 0.44758304953575134)",0.3954051434993744,0.4842885136604309,0.37247785925865173,0.44758304953575134
4,"(0.3945753276348114, 0.46632692217826843)","(0.37333258986473083, 0.44937896728515625)",0.3945753276348114,0.46632692217826843,0.37333258986473083,0.44937896728515625
5,"(0.3942093551158905, 0.46586987376213074)","(0.3728756010532379, 0.4470308721065521)",0.3942093551158905,0.46586987376213074,0.3728756010532379,0.4470308721065521
6,"(0.3899145722389221, 0.4698377549648285)","(0.37262165546417236, 0.44343724846839905)",0.3899145722389221,0.4698377549648285,0.37262165546417236,0.44343724846839905
7,"(0.38945692777633667, 0.45820850133895874)","(0.3707941770553589, 0.44731393456459045)",0.38945692777633667,0.45820850133895874,0.3707941770553589,0.44731393456459045
8,"(0.38486072421073914, 0.455129474401474)","(0.3691778779029846, 0.45283639430999756)",0.38486072421073914,0.455129474401474,0.3691778779029846,0.45283639430999756
9,"(0.3846486210823059, 0.4592945873737335)","(0.367670476436615, 0.4651908874511719)",0.3846486210823059,0.4592945873737335,0.367670476436615,0.4651908874511719
10,"(0.38466906547546387, 0.47326430678367615)","(0.36902421712875366, 0.45979973673820496)",0.38466906547546387,0.47326430678367615,0.36902421712875366,0.45979973673820496
11,"(0.38638463616371155, 0.4718923568725586)","(0.37067145109176636, 0.45956024527549744)",0.38638463616371155,0.4718923568725586,0.37067145109176636,0.45956024527549744
12,"(0.38705599308013916, 0.470937043428421)","(0.37174269556999207, 0.45593371987342834)",0.38705599308013916,0.470937043428421,0.37174269556999207,0.45593371987342834
13,"(0.38672539591789246, 0.4782455861568451)","(0.3719106614589691, 0.4524580240249634)",0.38672539591789246,0.4782455861568451,0.3719106614589691,0.4524580240249634
14,"(0.38580387830734253, 0.47341257333755493)","(0.3693351149559021, 0.4469664692878723)",0.38580387830734253,0.47341257333755493,0.3693351149559021,0.4469664692878723
15,"(0.38580387830734253, 0.47341257333755493)","(0.3702618181705475, 0.4459667503833771)",0.38580387830734253,0.47341257333755493,0.3702618181705475,0.4459667503833771
16,"(0.3895672559738159, 0.4776557981967926)","(0.3713573217391968, 0.4449494183063507)",0.3895672559738159,0.4776557981967926,0.3713573217391968,0.4449494183063507
17,"(0.3909309208393097, 0.4855239689350128)","(0.3726873993873596, 0.45352795720100403)",0.3909309208393097,0.4855239689350128,0.3726873993873596,0.45352795720100403
18,"(0.3909309208393097, 0.4855239689350128)","(0.37166422605514526, 0.4511052370071411)",0.3909309208393097,0.4855239689350128,0.37166422605514526,0.4511052370071411
19,"(0.3880613148212433, 0.4958610236644745)","(0.3704896867275238, 0.44032925367355347)",0.3880613148212433,0.4958610236644745,0.3704896867275238,0.44032925367355347
20,"(0.38433411717414856, 0.49052444100379944)","(0.37109291553497314, 0.4272061288356781)",0.38433411717414856,0.49052444100379944,0.37109291553497314,0.4272061288356781
21,"(0.38433411717414856, 0.49052444100379944)","(0.3712538778781891, 0.42493706941604614)",0.38433411717414856,0.49052444100379944,0.3712538778781891,0.42493706941604614
22,"(0.3890427052974701, 0.4922739863395691)","(0.3730306029319763, 0.42589452862739563)",0.3890427052974701,0.4922739863395691,0.3730306029319763,0.42589452862739563
23,"(0.3889090120792389, 0.4955039620399475)","(0.37143945693969727, 0.4344502091407776)",0.3889090120792389,0.4955039620399475,0.37143945693969727,0.4344502091407776
24,"(0.3889090120792389, 0.4955039620399475)","(0.3726227283477783, 0.463442862033844)",0.3889090120792389,0.4955039620399475,0.3726227283477783,0.463442862033844
25,"(0.3839072287082672, 0.4867328703403473)","(0.3711644411087036, 0.47273263335227966)",0.3839072287082672,0.4867328703403473,0.3711644411087036,0.47273263335227966
26,"(0.3834032714366913, 0.49017980694770813)","(0.37356317043304443, 0.46796664595603943)",0.3834032714366913,0.49017980694770813,0.37356317043304443,0.46796664595603943
27,"(0.3834032714366913, 0.49017980694770813)","(0.36281251907348633, 0.4312337040901184)",0.3834032714366913,0.49017980694770813,0.36281251907348633,0.4312337040901184
28,"(0.3546558618545532, 0.46084797382354736)","(0.34277844429016113, 0.42766380310058594)",0.3546558618545532,0.46084797382354736,0.34277844429016113,0.42766380310058594
29,"(0.3006235659122467, 0.419343501329422)","(0.2968413829803467, 0.4117991328239441)",0.3006235659122467,0.419343501329422,0.2968413829803467,0.4117991328239441
30,"(0.3006235659122467, 0.419343501329422)","(0.288564532995224, 0.4128284752368927)",0.3006235659122467,0.419343501329422,0.288564532995224,0.4128284752368927
31,"(0.29757577180862427, 0.4160802960395813)","(0.28456512093544006, 0.41504326462745667)",0.29757577180862427,0.4160802960395813,0.28456512093544006,0.41504326462745667
32,"(0.29675984382629395, 0.4244261085987091)","(0.2877832055091858, 0.41757407784461975)",0.29675984382629395,0.4244261085987091,0.2877832055091858,0.41757407784461975
33,"(0.29675984382629395, 0.4244261085987091)","(0.28947576880455017, 0.42608699202537537)",0.29675984382629395,0.4244261085987091,0.28947576880455017,0.42608699202537537
34,"(0.3004413843154907, 0.44874435663223267)","(0.2881857752799988, 0.43561434745788574)",0.3004413843154907,0.44874435663223267,0.2881857752799988,0.43561434745788574
35,"(0.29964980483055115, 0.4519577622413635)","(0.28622040152549744, 0.4363124966621399)",0.29964980483055115,0.4519577622413635,0.28622040152549744,0.4363124966621399
36,"(0.29964980483055115, 0.4519577622413635)","(0.2849454879760742, 0.4337903559207916)",0.29964980483055115,0.4519577622413635,0.2849454879760742,0.4337903559207916
37,"(0.2960399091243744, 0.4610016345977783)","(0.2865642309188843, 0.4265032708644867)",0.2960399091243744,0.4610016345977783,0.2865642309188843,0.4265032708644867
38,"(0.29937314987182617, 0.4610142409801483)","(0.286752313375473, 0.429328590631485)",0.29937314987182617,0.4610142409801483,0.286752313375473,0.429328590631485
39,"(0.29937314987182617, 0.4610142409801483)","(0.28604552149772644, 0.4284372627735138)",0.29937314987182617,0.4610142409801483,0.28604552149772644,0.4284372627735138
40,"(0.3008236885070801, 0.4452575445175171)","(0.2854137122631073, 0.4367668926715851)",0.3008236885070801,0.4452575445175171,0.2854137122631073,0.4367668926715851
41,"(0.2962719798088074, 0.44394928216934204)","(0.2830091416835785, 0.4265056252479553)",0.2962719798088074,0.44394928216934204,0.2830091416835785,0.4265056252479553
42,"(0.2962719798088074, 0.44394928216934204)","(0.2814866006374359, 0.4284256100654602)",0.2962719798088074,0.44394928216934204,0.2814866006374359,0.4284256100654602
43,"(0.2987044155597687, 0.44215336441993713)","(0.2833382785320282, 0.4269406199455261)",0.2987044155597687,0.44215336441993713,0.2833382785320282,0.4269406199455261
44,"(0.3023911118507385, 0.43160706758499146)","(0.28603917360305786, 0.4385719299316406)",0.3023911118507385,0.43160706758499146,0.28603917360305786,0.4385719299316406
45,"(0.3023911118507385, 0.43160706758499146)","(0.2886163592338562, 0.43857938051223755)",0.3023911118507385,0.43160706758499146,0.2886163592338562,0.43857938051223755
46,"(0.30218926072120667, 0.4210735261440277)","(0.28775960206985474, 0.43677443265914917)",0.30218926072120667,0.4210735261440277,0.28775960206985474,0.43677443265914917
47,"(0.30140602588653564, 0.4311404526233673)","(0.287232905626297, 0.4374319016933441)",0.30140602588653564,0.4311404526233673,0.287232905626297,0.4374319016933441
48,"(0.30140602588653564, 0.4311404526233673)","(0.2861422002315521, 0.4403960704803467)",0.30140602588653564,0.4311404526233673,0.2861422002315521,0.4403960704803467
49,"(0.30059537291526794, 0.42838045954704285)","(0.28577762842178345, 0.439622700214386)",0.30059537291526794,0.42838045954704285,0.28577762842178345,0.439622700214386
50,"(0.30187752842903137, 0.42353180050849915)","(0.2873535752296448, 0.4381389617919922)",0.30187752842903137,0.42353180050849915,0.2873535752296448,0.4381389617919922
51,"(0.30209967494010925, 0.4254552125930786)","(0.2883176803588867, 0.43630602955818176)",0.30209967494010925,0.4254552125930786,0.2883176803588867,0.43630602955818176
52,"(0.3010474443435669, 0.4326234459877014)","(0.28855156898498535, 0.4386814534664154)",0.3010474443435669,0.4326234459877014,0.28855156898498535,0.4386814534664154
53,"(0.30100077390670776, 0.4354027807712555)","(0.2897651791572571, 0.4424618184566498)",0.30100077390670776,0.4354027807712555,0.2897651791572571,0.4424618184566498
54,"(0.30162063241004944, 0.44343703985214233)","(0.2878546416759491, 0.4429711401462555)",0.30162063241004944,0.44343703985214233,0.2878546416759491,0.4429711401462555
55,"(0.3056313693523407, 0.44483625888824463)","(0.29266566038131714, 0.43892696499824524)",0.3056313693523407,0.44483625888824463,0.29266566038131714,0.43892696499824524
56,"(0.3616407811641693, 0.45627620816230774)","(0.35037440061569214, 0.44918492436408997)",0.3616407811641693,0.45627620816230774,0.35037440061569214,0.44918492436408997
57,"(0.367970734834671, 0.45013993978500366)","(0.4000290334224701, 0.4531618654727936)",0.367970734834671,0.45013993978500366,0.4000290334224701,0.4531618654727936
