,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(0.552475094795227, 0.4614384174346924)","(0.5421633720397949, 0.45896071195602417)",0.552475094795227,0.4614384174346924,0.5421633720397949,0.45896071195602417
1,"(0.5513284802436829, 0.4637790322303772)","(0.5409854650497437, 0.45614346861839294)",0.5513284802436829,0.4637790322303772,0.5409854650497437,0.45614346861839294
2,"(0.5502420663833618, 0.46515384316444397)","(0.5394979119300842, 0.4472213387489319)",0.5502420663833618,0.46515384316444397,0.5394979119300842,0.4472213387489319
3,"(0.5515143275260925, 0.4659598171710968)","(0.5402209162712097, 0.45112472772598267)",0.5515143275260925,0.4659598171710968,0.5402209162712097,0.45112472772598267
4,"(0.5496930480003357, 0.46833938360214233)","(0.5401943922042847, 0.45917174220085144)",0.5496930480003357,0.46833938360214233,0.5401943922042847,0.45917174220085144
5,"(0.5501124858856201, 0.46852537989616394)","(0.5415450930595398, 0.4720466732978821)",0.5501124858856201,0.46852537989616394,0.5415450930595398,0.4720466732978821
6,"(0.5451880097389221, 0.47436627745628357)","(0.5401879549026489, 0.46849384903907776)",0.5451880097389221,0.47436627745628357,0.5401879549026489,0.46849384903907776
7,"(0.5472860336303711, 0.47785094380378723)","(0.5434741377830505, 0.4637230634689331)",0.5472860336303711,0.47785094380378723,0.5434741377830505,0.4637230634689331
8,"(0.5479863286018372, 0.4772685170173645)","(0.5456200838088989, 0.4608289301395416)",0.5479863286018372,0.4772685170173645,0.5456200838088989,0.4608289301395416
9,"(0.5378984808921814, 0.46994489431381226)","(0.5353335738182068, 0.47306928038597107)",0.5378984808921814,0.46994489431381226,0.5353335738182068,0.47306928038597107
10,"(0.5199927687644958, 0.4859843850135803)","(0.5173754692077637, 0.4841933846473694)",0.5199927687644958,0.4859843850135803,0.5173754692077637,0.4841933846473694
11,"(0.5152895450592041, 0.4845748245716095)","(0.5075332522392273, 0.49657079577445984)",0.5152895450592041,0.4845748245716095,0.5075332522392273,0.49657079577445984
12,"(0.5188837051391602, 0.49463945627212524)","(0.5104873776435852, 0.4950006604194641)",0.5188837051391602,0.49463945627212524,0.5104873776435852,0.4950006604194641
