,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(0.5611028075218201, 0.47156476974487305)","(0.5415011048316956, 0.46304965019226074)",0.5611028075218201,0.47156476974487305,0.5415011048316956,0.46304965019226074
1,"(0.5609630942344666, 0.479714959859848)","(0.5418773889541626, 0.46169155836105347)",0.5609630942344666,0.479714959859848,0.5418773889541626,0.46169155836105347
2,"(0.5627650022506714, 0.47672897577285767)","(0.5425605773925781, 0.4552704691886902)",0.5627650022506714,0.47672897577285767,0.5425605773925781,0.4552704691886902
3,"(0.5645551681518555, 0.48703733086586)","(0.5422589778900146, 0.45355409383773804)",0.5645551681518555,0.48703733086586,0.5422589778900146,0.45355409383773804
4,"(0.5645917057991028, 0.48612678050994873)","(0.5409533977508545, 0.44982123374938965)",0.5645917057991028,0.48612678050994873,0.5409533977508545,0.44982123374938965
5,"(0.5635254383087158, 0.48981547355651855)","(0.5422257781028748, 0.4513474702835083)",0.5635254383087158,0.48981547355651855,0.5422257781028748,0.4513474702835083
6,"(0.5665406584739685, 0.48695990443229675)","(0.5420153737068176, 0.45316872000694275)",0.5665406584739685,0.48695990443229675,0.5420153737068176,0.45316872000694275
7,"(0.5669174194335938, 0.48526114225387573)","(0.5439874529838562, 0.45208585262298584)",0.5669174194335938,0.48526114225387573,0.5439874529838562,0.45208585262298584
8,"(0.5661531686782837, 0.48374810814857483)","(0.5430449843406677, 0.4533230662345886)",0.5661531686782837,0.48374810814857483,0.5430449843406677,0.4533230662345886
9,"(0.5644091367721558, 0.47714880108833313)","(0.5429018139839172, 0.45380088686943054)",0.5644091367721558,0.47714880108833313,0.5429018139839172,0.45380088686943054
10,"(0.5652958750724792, 0.47219255566596985)","(0.5432547330856323, 0.45600205659866333)",0.5652958750724792,0.47219255566596985,0.5432547330856323,0.45600205659866333
11,"(0.5671049356460571, 0.47103652358055115)","(0.5443364977836609, 0.454978346824646)",0.5671049356460571,0.47103652358055115,0.5443364977836609,0.454978346824646
12,"(0.595786452293396, 0.48380744457244873)","(0.5689669251441956, 0.46185174584388733)",0.595786452293396,0.48380744457244873,0.5689669251441956,0.46185174584388733
13,"(0.6726812124252319, 0.5163800716400146)","(0.593097448348999, 0.4834554195404053)",0.6726812124252319,0.5163800716400146,0.593097448348999,0.4834554195404053
14,"(0.6919326782226562, 0.521699070930481)","(0.6708027720451355, 0.4946225583553314)",0.6919326782226562,0.521699070930481,0.6708027720451355,0.4946225583553314
15,"(0.7199241518974304, 0.5143823027610779)","(0.711154043674469, 0.494663268327713)",0.7199241518974304,0.5143823027610779,0.711154043674469,0.494663268327713
16,"(0.7353382110595703, 0.5034086108207703)","(0.7070488929748535, 0.4808797836303711)",0.7353382110595703,0.5034086108207703,0.7070488929748535,0.4808797836303711
17,"(0.7351351380348206, 0.5046917200088501)","(0.7050637006759644, 0.48060548305511475)",0.7351351380348206,0.5046917200088501,0.7050637006759644,0.48060548305511475
18,"(0.7371459007263184, 0.5016914010047913)","(0.7052195072174072, 0.48270970582962036)",0.7371459007263184,0.5016914010047913,0.7052195072174072,0.48270970582962036
