,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(nan, nan)","(nan, nan)",,,,
1,"(nan, nan)","(nan, nan)",,,,
2,"(nan, nan)","(nan, nan)",,,,
3,"(nan, nan)","(nan, nan)",,,,
4,"(nan, nan)","(nan, nan)",,,,
5,"(nan, nan)","(nan, nan)",,,,
6,"(nan, nan)","(nan, nan)",,,,
7,"(0.33885735273361206, 0.9983018040657043)","(nan, nan)",0.33885735273361206,0.9983018040657043,,
8,"(0.33885735273361206, 0.9983018040657043)","(nan, nan)",0.33885735273361206,0.9983018040657043,,
9,"(0.33885735273361206, 0.9983018040657043)","(nan, nan)",0.33885735273361206,0.9983018040657043,,
10,"(nan, nan)","(nan, nan)",,,,
11,"(nan, nan)","(0.41271674633026123, 0.2143891155719757)",,,0.41271674633026123,0.2143891155719757
12,"(0.36674678325653076, 0.48720473051071167)","(0.5312427282333374, 0.38581371307373047)",0.36674678325653076,0.48720473051071167,0.5312427282333374,0.38581371307373047
13,"(0.36674678325653076, 0.48720473051071167)","(0.5232660174369812, 0.36177724599838257)",0.36674678325653076,0.48720473051071167,0.5232660174369812,0.36177724599838257
14,"(0.4513206481933594, 0.4653560221195221)","(0.5480166077613831, 0.39840635657310486)",0.4513206481933594,0.4653560221195221,0.5480166077613831,0.39840635657310486
15,"(0.5261881351470947, 0.43357419967651367)","(0.5014004707336426, 0.3450970947742462)",0.5261881351470947,0.43357419967651367,0.5014004707336426,0.3450970947742462
16,"(0.5261881351470947, 0.43357419967651367)","(0.4978932738304138, 0.35331884026527405)",0.5261881351470947,0.43357419967651367,0.4978932738304138,0.35331884026527405
17,"(0.49618956446647644, 0.3918572962284088)","(0.4975862205028534, 0.34614765644073486)",0.49618956446647644,0.3918572962284088,0.4975862205028534,0.34614765644073486
18,"(0.4928329885005951, 0.35574841499328613)","(0.4942527711391449, 0.3278299570083618)",0.4928329885005951,0.35574841499328613,0.4942527711391449,0.3278299570083618
19,"(0.4944674074649811, 0.3610178828239441)","(0.49635422229766846, 0.3274725675582886)",0.4944674074649811,0.3610178828239441,0.49635422229766846,0.3274725675582886
20,"(0.49887219071388245, 0.3558265268802643)","(0.4962681531906128, 0.3176611661911011)",0.49887219071388245,0.3558265268802643,0.4962681531906128,0.3176611661911011
21,"(0.49909707903862, 0.34104621410369873)","(0.49555349349975586, 0.3191557824611664)",0.49909707903862,0.34104621410369873,0.49555349349975586,0.3191557824611664
22,"(0.4980791211128235, 0.3330536186695099)","(0.4958440661430359, 0.3278542757034302)",0.4980791211128235,0.3330536186695099,0.4958440661430359,0.3278542757034302
23,"(0.49950623512268066, 0.3454357087612152)","(0.4952221214771271, 0.34714046120643616)",0.49950623512268066,0.3454357087612152,0.4952221214771271,0.34714046120643616
24,"(0.49753573536872864, 0.34947094321250916)","(0.4961465299129486, 0.3455440104007721)",0.49753573536872864,0.34947094321250916,0.4961465299129486,0.3455440104007721
25,"(0.49938899278640747, 0.3507862687110901)","(0.49731317162513733, 0.34590235352516174)",0.49938899278640747,0.3507862687110901,0.49731317162513733,0.34590235352516174
26,"(0.5002297759056091, 0.35600030422210693)","(0.4993545413017273, 0.3448633551597595)",0.5002297759056091,0.35600030422210693,0.4993545413017273,0.3448633551597595
27,"(0.5003370046615601, 0.35856810212135315)","(0.49780160188674927, 0.3491162359714508)",0.5003370046615601,0.35856810212135315,0.49780160188674927,0.3491162359714508
28,"(0.4985600411891937, 0.3582487404346466)","(0.4975266456604004, 0.34824714064598083)",0.4985600411891937,0.3582487404346466,0.4975266456604004,0.34824714064598083
29,"(0.4971098303794861, 0.36857905983924866)","(0.49484437704086304, 0.3493809998035431)",0.4971098303794861,0.36857905983924866,0.49484437704086304,0.3493809998035431
30,"(0.4984392523765564, 0.3636060953140259)","(0.4975573420524597, 0.34341859817504883)",0.4984392523765564,0.3636060953140259,0.4975573420524597,0.34341859817504883
31,"(0.4984392523765564, 0.3636060953140259)","(0.49585649371147156, 0.3480682969093323)",0.4984392523765564,0.3636060953140259,0.49585649371147156,0.3480682969093323
32,"(0.496753066778183, 0.3617306351661682)","(0.49380913376808167, 0.34715142846107483)",0.496753066778183,0.3617306351661682,0.49380913376808167,0.34715142846107483
33,"(0.4967164993286133, 0.3625852167606354)","(0.4933636784553528, 0.35108211636543274)",0.4967164993286133,0.3625852167606354,0.4933636784553528,0.35108211636543274
34,"(0.4975241720676422, 0.367830365896225)","(0.49432244896888733, 0.3496531844139099)",0.4975241720676422,0.367830365896225,0.49432244896888733,0.3496531844139099
35,"(0.49650388956069946, 0.3655569851398468)","(0.49480822682380676, 0.3552997410297394)",0.49650388956069946,0.3655569851398468,0.49480822682380676,0.3552997410297394
36,"(0.4962252974510193, 0.36197328567504883)","(0.4938700795173645, 0.35501664876937866)",0.4962252974510193,0.36197328567504883,0.4938700795173645,0.35501664876937866
37,"(0.49836888909339905, 0.3574692904949188)","(0.492536723613739, 0.35607418417930603)",0.49836888909339905,0.3574692904949188,0.492536723613739,0.35607418417930603
