,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(0.49520909786224365, 0.40969017148017883)","(0.5009500980377197, 0.38925662636756897)",0.49520909786224365,0.40969017148017883,0.5009500980377197,0.38925662636756897
1,"(0.4951726794242859, 0.40496623516082764)","(0.5019373297691345, 0.38773494958877563)",0.4951726794242859,0.40496623516082764,0.5019373297691345,0.38773494958877563
2,"(0.4936116337776184, 0.4029656648635864)","(0.5007795095443726, 0.3862834870815277)",0.4936116337776184,0.4029656648635864,0.5007795095443726,0.3862834870815277
3,"(0.49367478489875793, 0.4062589704990387)","(0.49914178252220154, 0.38757380843162537)",0.49367478489875793,0.4062589704990387,0.49914178252220154,0.38757380843162537
4,"(0.49166586995124817, 0.4048207700252533)","(0.4985026717185974, 0.3875131607055664)",0.49166586995124817,0.4048207700252533,0.4985026717185974,0.3875131607055664
5,"(0.49084344506263733, 0.4068734049797058)","(0.4987611472606659, 0.38621625304222107)",0.49084344506263733,0.4068734049797058,0.4987611472606659,0.38621625304222107
6,"(0.49120739102363586, 0.40747788548469543)","(0.4986055791378021, 0.38536277413368225)",0.49120739102363586,0.40747788548469543,0.4986055791378021,0.38536277413368225
7,"(0.49155694246292114, 0.40721532702445984)","(0.4985046684741974, 0.38660526275634766)",0.49155694246292114,0.40721532702445984,0.4985046684741974,0.38660526275634766
8,"(0.49289822578430176, 0.41277146339416504)","(0.4988301396369934, 0.3874623477458954)",0.49289822578430176,0.41277146339416504,0.4988301396369934,0.3874623477458954
9,"(0.49207013845443726, 0.4118887782096863)","(0.4989795684814453, 0.3875074088573456)",0.49207013845443726,0.4118887782096863,0.4989795684814453,0.3875074088573456
10,"(0.4933830201625824, 0.41222479939460754)","(0.49896755814552307, 0.38509923219680786)",0.4933830201625824,0.41222479939460754,0.49896755814552307,0.38509923219680786
11,"(0.49311771988868713, 0.409108430147171)","(0.49926120042800903, 0.3837629556655884)",0.49311771988868713,0.409108430147171,0.49926120042800903,0.3837629556655884
12,"(0.49370086193084717, 0.4033176302909851)","(0.4988992214202881, 0.3822074830532074)",0.49370086193084717,0.4033176302909851,0.4988992214202881,0.3822074830532074
13,"(0.4922592043876648, 0.40645354986190796)","(0.49742719531059265, 0.3830944895744324)",0.4922592043876648,0.40645354986190796,0.49742719531059265,0.3830944895744324
14,"(0.4945533275604248, 0.40961721539497375)","(0.4971926510334015, 0.3867700695991516)",0.4945533275604248,0.40961721539497375,0.4971926510334015,0.3867700695991516
15,"(0.4941656291484833, 0.41515326499938965)","(0.4973260760307312, 0.38704463839530945)",0.4941656291484833,0.41515326499938965,0.4973260760307312,0.38704463839530945
16,"(0.49298861622810364, 0.4146166443824768)","(0.4968997836112976, 0.3865426778793335)",0.49298861622810364,0.4146166443824768,0.4968997836112976,0.3865426778793335
17,"(0.49056005477905273, 0.40944480895996094)","(0.4972976744174957, 0.3854265809059143)",0.49056005477905273,0.40944480895996094,0.4972976744174957,0.3854265809059143
18,"(0.4913983643054962, 0.40744319558143616)","(0.4957420825958252, 0.386883407831192)",0.4913983643054962,0.40744319558143616,0.4957420825958252,0.386883407831192
19,"(0.49205413460731506, 0.40891972184181213)","(0.4969773292541504, 0.3811197876930237)",0.49205413460731506,0.40891972184181213,0.4969773292541504,0.3811197876930237
20,"(0.49343201518058777, 0.41238275170326233)","(0.49636518955230713, 0.382053405046463)",0.49343201518058777,0.41238275170326233,0.49636518955230713,0.382053405046463
21,"(0.4927576184272766, 0.41392964124679565)","(0.49853214621543884, 0.3814239501953125)",0.4927576184272766,0.41392964124679565,0.49853214621543884,0.3814239501953125
22,"(0.4937026798725128, 0.40998169779777527)","(0.49967160820961, 0.3853287994861603)",0.4937026798725128,0.40998169779777527,0.49967160820961,0.3853287994861603
23,"(0.4753418266773224, 0.40696436166763306)","(0.48531103134155273, 0.3829813301563263)",0.4753418266773224,0.40696436166763306,0.48531103134155273,0.3829813301563263
24,"(0.44137418270111084, 0.40758398175239563)","(0.4515262246131897, 0.38215118646621704)",0.44137418270111084,0.40758398175239563,0.4515262246131897,0.38215118646621704
25,"(0.3513648808002472, 0.42372366786003113)","(0.36713188886642456, 0.3832036852836609)",0.3513648808002472,0.42372366786003113,0.36713188886642456,0.3832036852836609
