,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(0.5112999081611633, 0.49938690662384033)","(0.502669095993042, 0.5226660966873169)",0.5112999081611633,0.49938690662384033,0.502669095993042,0.5226660966873169
1,"(0.5111725330352783, 0.49700477719306946)","(0.502386212348938, 0.5204032063484192)",0.5111725330352783,0.49700477719306946,0.502386212348938,0.5204032063484192
2,"(0.5095719695091248, 0.49880021810531616)","(0.5031893253326416, 0.5214803814888)",0.5095719695091248,0.49880021810531616,0.5031893253326416,0.5214803814888
3,"(0.5082047581672668, 0.4998883605003357)","(0.5023924112319946, 0.5226230621337891)",0.5082047581672668,0.4998883605003357,0.5023924112319946,0.5226230621337891
4,"(0.508954644203186, 0.5027790069580078)","(0.5040720105171204, 0.5258228182792664)",0.508954644203186,0.5027790069580078,0.5040720105171204,0.5258228182792664
5,"(0.5092304348945618, 0.5020236372947693)","(0.5029317140579224, 0.5295830965042114)",0.5092304348945618,0.5020236372947693,0.5029317140579224,0.5295830965042114
6,"(0.5118536949157715, 0.5021817088127136)","(0.5029602646827698, 0.532941997051239)",0.5118536949157715,0.5021817088127136,0.5029602646827698,0.532941997051239
7,"(0.5112347602844238, 0.504792332649231)","(0.5020968317985535, 0.5319556593894958)",0.5112347602844238,0.504792332649231,0.5020968317985535,0.5319556593894958
8,"(0.5110184550285339, 0.5074127316474915)","(0.5050103664398193, 0.5337395668029785)",0.5110184550285339,0.5074127316474915,0.5050103664398193,0.5337395668029785
9,"(0.5093123316764832, 0.5074132084846497)","(0.5034924745559692, 0.5330374240875244)",0.5093123316764832,0.5074132084846497,0.5034924745559692,0.5330374240875244
10,"(0.5092700719833374, 0.5058755874633789)","(0.50528883934021, 0.5348427891731262)",0.5092700719833374,0.5058755874633789,0.50528883934021,0.5348427891731262
11,"(0.5112020373344421, 0.5042089223861694)","(0.5032091736793518, 0.5348382592201233)",0.5112020373344421,0.5042089223861694,0.5032091736793518,0.5348382592201233
12,"(0.5109911561012268, 0.5030112266540527)","(0.5042958855628967, 0.5318686962127686)",0.5109911561012268,0.5030112266540527,0.5042958855628967,0.5318686962127686
13,"(0.5123016238212585, 0.5015052556991577)","(0.5030949711799622, 0.5294197797775269)",0.5123016238212585,0.5015052556991577,0.5030949711799622,0.5294197797775269
14,"(0.5105445384979248, 0.5033140778541565)","(0.5024382472038269, 0.524498701095581)",0.5105445384979248,0.5033140778541565,0.5024382472038269,0.524498701095581
15,"(0.5110101103782654, 0.5039789080619812)","(0.5046801567077637, 0.5238651037216187)",0.5110101103782654,0.5039789080619812,0.5046801567077637,0.5238651037216187
