,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(0.5023752450942993, 0.44762858748435974)","(0.4957745373249054, 0.4414404630661011)",0.5023752450942993,0.44762858748435974,0.4957745373249054,0.4414404630661011
1,"(0.5032581090927124, 0.44310060143470764)","(0.49750128388404846, 0.4403867721557617)",0.5032581090927124,0.44310060143470764,0.49750128388404846,0.4403867721557617
2,"(0.5009698867797852, 0.4430626630783081)","(0.4990726411342621, 0.4404227137565613)",0.5009698867797852,0.4430626630783081,0.4990726411342621,0.4404227137565613
3,"(0.4984106421470642, 0.4409252405166626)","(0.49765077233314514, 0.44717466831207275)",0.4984106421470642,0.4409252405166626,0.49765077233314514,0.44717466831207275
4,"(0.49981266260147095, 0.44034674763679504)","(0.49566590785980225, 0.44854259490966797)",0.49981266260147095,0.44034674763679504,0.49566590785980225,0.44854259490966797
5,"(0.4995769262313843, 0.44305741786956787)","(0.4964873790740967, 0.4439842104911804)",0.4995769262313843,0.44305741786956787,0.4964873790740967,0.4439842104911804
6,"(0.5013356804847717, 0.4493136703968048)","(0.49685874581336975, 0.4337262809276581)",0.5013356804847717,0.4493136703968048,0.49685874581336975,0.4337262809276581
7,"(0.5026884078979492, 0.4537796080112457)","(0.49567243456840515, 0.4362233579158783)",0.5026884078979492,0.4537796080112457,0.49567243456840515,0.4362233579158783
8,"(0.502108633518219, 0.4493667781352997)","(0.4957636296749115, 0.4429374039173126)",0.502108633518219,0.4493667781352997,0.4957636296749115,0.4429374039173126
9,"(0.49980780482292175, 0.4422622621059418)","(0.4955941140651703, 0.4446295499801636)",0.49980780482292175,0.4422622621059418,0.4955941140651703,0.4446295499801636
10,"(0.49838823080062866, 0.43832167983055115)","(0.49766337871551514, 0.4372243583202362)",0.49838823080062866,0.43832167983055115,0.49766337871551514,0.4372243583202362
11,"(0.49831387400627136, 0.4363434612751007)","(0.4981776475906372, 0.4312722086906433)",0.49831387400627136,0.4363434612751007,0.4981776475906372,0.4312722086906433
12,"(0.5006305575370789, 0.44009700417518616)","(0.4980250895023346, 0.4380549192428589)",0.5006305575370789,0.44009700417518616,0.4980250895023346,0.4380549192428589
