,gaze_left_eye,gaze_right_eye,gaze_left_eye_x,gaze_left_eye_y,gaze_right_eye_x,gaze_right_eye_y
0,"(0.5247466564178467, 0.5128330588340759)","(0.4974674880504608, 0.5055967569351196)",0.5247466564178467,0.5128330588340759,0.4974674880504608,0.5055967569351196
1,"(0.5245798230171204, 0.5148250460624695)","(0.4961731433868408, 0.507184624671936)",0.5245798230171204,0.5148250460624695,0.4961731433868408,0.507184624671936
2,"(0.5255747437477112, 0.5169031023979187)","(0.49472755193710327, 0.5096829533576965)",0.5255747437477112,0.5169031023979187,0.49472755193710327,0.5096829533576965
3,"(0.5243799090385437, 0.5093398094177246)","(0.4962403476238251, 0.5077829957008362)",0.5243799090385437,0.5093398094177246,0.4962403476238251,0.5077829957008362
4,"(0.5230993032455444, 0.5059918761253357)","(0.4949831962585449, 0.5064657330513)",0.5230993032455444,0.5059918761253357,0.4949831962585449,0.5064657330513
5,"(0.5236135721206665, 0.5063396096229553)","(0.49585863947868347, 0.5145520567893982)",0.5236135721206665,0.5063396096229553,0.49585863947868347,0.5145520567893982
6,"(0.5220087766647339, 0.5102022290229797)","(0.4965062439441681, 0.5205914974212646)",0.5220087766647339,0.5102022290229797,0.4965062439441681,0.5205914974212646
7,"(0.5208140015602112, 0.5105818510055542)","(0.49656641483306885, 0.5216024518013)",0.5208140015602112,0.5105818510055542,0.49656641483306885,0.5216024518013
8,"(0.5191870927810669, 0.5118576884269714)","(0.49828580021858215, 0.5197956562042236)",0.5191870927810669,0.5118576884269714,0.49828580021858215,0.5197956562042236
9,"(0.5131338238716125, 0.5109140276908875)","(0.49378716945648193, 0.5135213732719421)",0.5131338238716125,0.5109140276908875,0.49378716945648193,0.5135213732719421
10,"(0.4541412591934204, 0.4774114489555359)","(0.45509639382362366, 0.48935970664024353)",0.4541412591934204,0.4774114489555359,0.45509639382362366,0.48935970664024353
11,"(0.44487887620925903, 0.4681841731071472)","(0.43640953302383423, 0.4617186188697815)",0.44487887620925903,0.4681841731071472,0.43640953302383423,0.4617186188697815
12,"(0.3913488984107971, 0.4311029314994812)","(0.3811494708061218, 0.44372889399528503)",0.3913488984107971,0.4311029314994812,0.3811494708061218,0.44372889399528503
13,"(0.33793768286705017, 0.3991536796092987)","(0.32330361008644104, 0.4145045876502991)",0.33793768286705017,0.3991536796092987,0.32330361008644104,0.4145045876502991
14,"(0.33793768286705017, 0.3991536796092987)","(0.32367968559265137, 0.4151405394077301)",0.33793768286705017,0.3991536796092987,0.32367968559265137,0.4151405394077301
15,"(0.33614495396614075, 0.39182475209236145)","(0.32133594155311584, 0.3986702561378479)",0.33614495396614075,0.39182475209236145,0.32133594155311584,0.3986702561378479
16,"(0.3367791473865509, 0.3990418016910553)","(0.3186204433441162, 0.39934197068214417)",0.3367791473865509,0.3990418016910553,0.3186204433441162,0.39934197068214417
